"DESTINATION","COMMERCIAL.FLAG","CITY","REGION","COUNTRY","FLIGH.DIRECTION","FLIGHT.TYPE","DATE","DATE.YEAR","DATE.HALF.YEAR","DATE.YEAR.QUARTER","DATE.YEAR.MONTH","NBR.OF.PASSENGERS","CARGO.WEIGHT","NBR.OF.FLIGHTS","SEAT.CAPACITY","encoding"
"Eindhoven","Commercial","Eindhoven","","The Netherlands","Incoming","Scheduled",2008-03-01,2008,"2008H1","2008Q1","200803",2910,0,18,3240,"UTF-8"
"Eindhoven","Commercial","Eindhoven","","The Netherlands","Incoming","Scheduled",2008-02-01,2008,"2008H1","2008Q1","200802",2552,0,16,2880,"UTF-8"
"Eindhoven","Commercial","Eindhoven","","The Netherlands","Incoming","Scheduled",2010-12-01,2010,"2010H2","2010Q4","201012",5356,0,34,6120,"UTF-8"
"Eindhoven","Commercial","Eindhoven","","The Netherlands","Incoming","Scheduled",2010-08-01,2010,"2010H2","2010Q3","201008",7185,0,48,8640,"UTF-8"
"Eindhoven","Commercial","Eindhoven","","The Netherlands","Outgoing","Non.Scheduled",2008-05-01,2008,"2008H1","2008Q2","200805",203,0,2,345,"UTF-8"
"Eindhoven","Commercial","Eindhoven","","The Netherlands","Incoming","Non.Scheduled",2007-04-01,2007,"2007H1","2007Q2","200704",0,0,1,189,"UTF-8"
"Eindhoven","Commercial","Eindhoven","","The Netherlands","Incoming","Non.Scheduled",2007-06-01,2007,"2007H1","2007Q2","200706",0,0,1,189,"UTF-8"
"Eindhoven","Commercial","Eindhoven","","The Netherlands","Incoming","Non.Scheduled",2008-07-01,2008,"2008H2","2008Q3","200807",163,0,1,180,"UTF-8"
"Eindhoven","Commercial","Eindhoven","","The Netherlands","Outgoing","Scheduled",2011-10-01,2011,"2011H2","2011Q4","201110",5959,0,39,7020,"UTF-8"
"Eindhoven","Commercial","Eindhoven","","The Netherlands","Outgoing","Scheduled",2011-01-01,2011,"2011H1","2011Q1","201101",5220,0,39,7020,"UTF-8"
"Eindhoven","Commercial","Eindhoven","","The Netherlands","Outgoing","Scheduled",2008-06-01,2008,"2008H1","2008Q2","200806",2884,0,18,3240,"UTF-8"
"Eindhoven","Commercial","Eindhoven","","The Netherlands","Outgoing","Scheduled",2009-08-01,2009,"2009H2","2009Q3","200908",5043,0,31,5580,"UTF-8"
"Eindhoven","Commercial","Eindhoven","","The Netherlands","Outgoing","Scheduled",2010-10-01,2010,"2010H2","2010Q4","201010",6152,0,40,7200,"UTF-8"
"Eindhoven","Commercial","Eindhoven","","The Netherlands","Outgoing","Scheduled",2010-06-01,2010,"2010H1","2010Q2","201006",4585,0,30,5400,"UTF-8"
